300 30000 50000
242 216 338 574
242 65 155 288
242 172 244 698
242 213 209 944
242 168 127 190
242 221 352 789
242 249 250 326
242 189 127 897
242 29 329 883
242 44 234 1000
242 217 265 212
242 115 111 258
242 151 100 599
242 170 252 583
242 9 287 228
242 282 291 198
242 108 79 349
242 218 76 396
242 56 458 114
242 83 246 503
242 150 324 735
242 254 105 496
242 67 500 130
242 187 260 521
242 179 458 444
242 92 439 533
242 16 1 771
242 165 285 33
242 172 207 827
242 272 245 305
242 25 144 274
242 199 415 171
242 87 500 159
242 31 417 208
242 9 104 387
242 254 201 1000
242 268 101 884
242 62 272 413
242 263 318 59
243 244 12 412
243 83 400 629
243 291 128 1000
243 217 388 613
243 187 1 630
243 147 500 31
243 111 123 839
243 127 338 169
243 103 236 1000
243 126 161 823
243 126 16 588
243 85 208 449
243 14 447 295
243 99 80 368
243 224 287 370
243 160 25 610
243 145 463 422
243 87 257 530
243 291 1 804
243 221 1 819
243 29 179 925
243 274 26 998
243 230 206 665
243 141 1 591
243 64 153 653
243 176 291 872
243 6 279 1000
243 275 238 684
243 110 392 596
243 42 245 753
243 2 165 893
243 217 450 44
243 41 232 13
243 181 84 774
243 127 106 793
243 3 372 356
243 180 48 770
243 198 185 510
243 238 1 732
243 289 393 107
243 159 429 362
243 215 404 499
243 221 229 1
243 168 213 773
243 283 353 795
243 239 365 868
243 178 242 37
243 71 61 802
243 259 110 1000
243 174 127 392
243 110 232 213
243 248 96 1000
243 129 255 254
243 18 302 1
243 141 357 166
243 24 194 796
243 259 500 510
243 282 44 673
243 34 105 254
243 245 500 551
243 269 244 4
243 217 500 147
243 19 237 251
243 221 48 429
243 280 187 834
243 102 500 430
243 288 364 668
243 192 147 661
243 240 18 845
243 152 419 494
243 12 500 276
243 141 1 564
243 274 305 577
243 286 51 877
243 246 355 541
243 198 327 141
243 189 1 615
243 222 1 444
243 88 372 554
243 151 1 586
243 110 121 906
243 2 423 461
243 231 484 240
243 272 220 396
243 289 333 446
243 197 441 111
243 201 290 970
243 221 55 664
243 222 453 156
243 286 500 340
243 91 211 291
243 147 167 390
243 233 283 151
243 144 255 59
243 209 106 205
244 245 13 491
244 35 500 282
244 200 413 128
244 41 45 733
244 8 173 92
244 37 500 119
244 133 479 577
244 10 420 361
244 126 500 274
244 77 148 606
244 220 180 948
244 89 263 909
244 241 500 217
244 140 67 502
244 0 500 347
244 143 397 201
244 241 242 364
244 203 162 401
244 117 321 924
244 230 500 428
244 269 342 1
244 277 383 1
244 210 329 317
244 40 404 1
244 18 368 825
244 12 1 706
244 233 203 1000
244 270 49 485
244 156 1 725
244 28 228 218
244 51 14 444
244 131 208 551
244 60 305 954
244 265 126 472
244 67 361 1
244 86 166 1000
244 238 464 490
244 77 500 317
244 45 342 655
244 130 30 606
244 51 478 500
244 81 1 930
244 239 311 806
244 64 127 316
244 212 308 540
244 30 1 856
244 224 400 738
244 277 335 844
244 224 1 930
244 38 299 258
244 98 427 684
244 193 497 340
244 118 226 1000
244 72 128 384
244 163 2 941
244 146 75 983
244 243 359 496
244 151 318 810
244 77 285 895
244 70 47 518
244 51 209 803
244 62 150 436
244 293 1 895
244 35 268 798
244 96 394 150
244 106 203 703
244 297 298 653
244 183 230 442
244 36 500 132
244 59 500 160
244 49 310 145
244 205 1 438
244 71 1 854
244 44 324 897
244 83 374 1
244 213 1 659
244 297 18 850
244 12 83 880
244 204 89 420
244 72 132 201
244 150 306 365
244 167 164 326
244 10 81 597
244 164 373 396
244 24 206 575
244 103 368 192
244 249 324 483
245 246 16 676
245 138 1 626
245 146 72 477
245 197 109 1000
245 223 212 419
245 128 292 946
245 233 238 326
245 297 262 854
245 262 500 109
245 54 208 663
245 107 319 804
245 255 48 620
245 4 349 820
245 280 341 590
245 76 248 929
245 125 500 181
245 18 289 858
245 82 456 537
245 28 30 551
245 77 228 748
245 56 330 1
245 103 97 492
245 167 363 456
245 271 500 223
245 223 195 981
245 93 447 628
245 286 31 942
245 152 479 313
245 68 425 624
245 177 320 929
245 136 500 382
245 233 500 503
245 233 42 552
245 252 250 338
245 10 195 64
245 107 354 1
245 197 275 400
245 265 1 607
245 292 500 82
245 66 191 1000
245 66 77 654
245 104 372 851
245 249 1 689
245 147 195 1000
245 72 202 558
245 88 379 346
245 197 200 390
245 111 208 411
245 141 173 490
245 75 1 513
245 286 281 599
245 269 349 161
245 29 330 230
245 40 79 427
245 141 247 1000
245 259 115 390
245 18 224 742
245 0 82 492
245 179 500 346
245 99 201 160
245 35 38 992
245 125 184 804
245 59 326 809
245 242 108 395
245 166 72 784
245 237 333 365
245 108 372 111
245 55 345 1
245 199 297 275
245 62 2 1000
245 31 241 224
245 104 190 367
245 84 111 262
245 190 157 462
245 93 138 583
245 56 500 163
245 220 379 106
245 244 128 615
245 135 187 216
245 70 290 1
245 32 154 1000
245 191 250 937
245 272 267 745
245 185 270 234
245 110 263 1
245 143 431 223
245 196 339 364
245 89 262 1000
245 100 500 323
245 145 129 883
245 47 235 172
245 50 227 151
246 247 12 201
246 273 47 767
246 224 500 302
246 222 408 44
246 196 397 6
246 161 427 689
246 97 350 692
246 159 104 1000
246 47 457 595
246 200 301 195
246 78 156 521
246 161 365 1
246 121 478 627
246 187 355 573
246 278 406 122
246 70 189 284
246 29 392 60
246 229 263 652
246 141 1 709
246 97 106 207
246 214 319 686
246 280 81 460
246 225 483 554
246 31 500 280
246 43 294 714
246 71 402 170
246 31 280 45
246 140 421 475
246 173 357 1
246 0 205 167
246 168 500 333
246 14 500 285
246 186 133 961
246 170 369 519
246 95 433 120
246 147 465 543
246 280 10 620
246 191 268 942
246 254 500 290
246 66 85 395
246 181 122 379
246 126 265 665
246 106 48 729
246 150 314 200
246 278 29 433
246 137 260 1000
246 116 195 259
246 31 500 98
246 283 181 784
246 226 473 271
246 13 50 966
246 199 219 1000
246 95 342 566
246 60 481 1
246 20 500 487
246 256 205 670
246 51 500 514
246 219 1 731
246 150 299 886
246 159 263 727
246 39 298 38
246 35 253 934
246 136 459 158
246 59 500 468
246 132 248 582
246 247 25 588
246 254 233 876
246 184 1 766
246 210 212 726
246 122 1 576
246 152 1 819
246 199 9 553
246 270 479 480
246 225 108 220
246 190 183 764
246 199 431 370
246 122 2 791
246 58 353 1
246 194 181 1000
246 108 112 1000
246 198 204 181
246 72 1 667
246 115 1 736
246 66 154 338
246 261 442 643
246 109 371 321
246 276 500 343
246 91 360 424
246 236 244 796
246 237 1 740
246 278 178 87
246 177 137 354
246 2 420 1
246 39 75 608
246 132 67 554
246 63 396 800
246 10 386 302
246 169 100 1000
246 292 328 515
246 73 223 678
246 112 27 652
246 97 423 179
246 298 197 821
247 248 16 280
247 27 341 724
247 36 436 426
247 285 78 839
247 198 83 855
247 229 51 728
247 14 92 323
247 212 500 170
247 35 93 298
247 190 296 211
247 25 500 322
247 153 264 626
247 84 295 499
247 255 18 860
247 125 1 662
247 204 161 1000
247 299 111 908
247 279 231 870
247 204 1 762
247 16 141 359
247 96 373 234
247 111 117 1000
247 56 130 172
247 87 77 801
247 114 309 1
247 8 1 754
247 38 1 630
247 129 418 646
247 299 1 493
247 12 285 86
247 20 78 307
247 262 336 263
247 179 185 1000
247 269 207 729
247 31 1 439
247 178 163 728
247 7 392 1
247 261 1 819
247 43 411 453
247 261 1 765
247 292 302 933
247 27 399 500
247 90 91 989
247 203 122 598
247 227 500 289
247 1 471 82
247 201 56 732
247 30 165 827
247 4 398 392
247 24 288 104
247 231 267 644
247 157 182 734
247 21 198 1000
247 14 437 324
247 216 308 165
247 43 453 1
247 267 355 810
247 2 270 1
247 79 500 547
247 126 500 412
247 93 1 614
247 67 478 444
247 176 134 426
247 117 368 1
247 90 121 1000
247 61 138 428
247 214 303 80
247 108 211 282
247 182 1 707
247 201 123 333
247 213 315 381
247 239 63 780
247 73 237 785
247 279 342 905
247 224 46 528
247 183 163 1000
247 285 61 403
247 249 16 1000
247 146 429 512
247 149 401 1
247 258 500 81
247 220 297 966
247 154 1 841
247 162 117 266
247 263 500 91
247 166 500 163
247 85 461 388
247 15 1 789
247 282 129 275
248 249 8 75
248 246 451 368
248 21 223 720
248 50 1 655
248 166 158 810
248 269 86 506
248 41 171 302
248 174 228 545
248 257 210 40
248 290 239 127
248 4 316 1
248 17 337 275
248 32 224 831
248 33 260 475
248 77 500 266
248 253 129 1000
248 253 384 38
248 110 315 621
248 75 1 729
248 74 126 532
248 73 364 648
248 167 214 737
248 211 500 375
248 194 160 422
248 112 228 42
248 245 139 894
248 207 119 280
248 296 117 329
248 185 79 976
248 147 455 159
248 226 162 678
248 194 1 867
248 133 162 1000
248 134 1 570
248 213 500 221
248 200 273 45
248 64 316 63
248 116 156 419
248 116 356 358
248 21 1 569
248 77 316 469
248 39 466 219
248 145 247 331
248 288 1 801
248 170 248 284
248 86 258 1
248 200 382 700
248 85 406 646
248 197 310 517
248 80 494 1
248 223 284 39
248 279 199 899
248 160 17 870
248 176 1 598
248 118 167 1000
248 218 95 755
248 223 296 697
248 1 351 178
248 144 491 224
248 53 1 688
248 273 160 1000
248 143 127 316
248 18 70 289
248 169 380 153
248 117 169 990
248 100 32 809
248 252 500 473
248 230 409 414
248 158 1 688
248 61 406 290
248 111 98 598
248 140 235 628
248 175 1 608
248 86 233 587
248 243 500 254
248 51 310 1
248 254 386 512
248 137 49 355
248 192 462 247
248 78 426 626
248 279 1 601
248 298 1 614
248 280 1 621
248 281 1 661
248 273 40 620
248 275 224 125
248 41 500 354
248 5 178 407
248 169 99 521
248 267 1 615
248 7 83 307
248 265 197 67
249 250 16 613
249 278 190 106
249 271 122 770
249 36 163 619
249 204 67 1000
249 190 184 196
249 113 195 1000
249 226 308 708
249 253 1 922
249 180 155 631
249 235 179 1000
249 21 337 852
249 183 109 881
249 172 109 254
249 241 64 1000
249 90 60 477
249 59 142 124
249 256 442 167
249 171 405 1
249 55 103 784
249 54 96 270
249 215 377 380
249 213 1 650
249 206 137 377
249 29 126 1000
249 136 376 1
249 130 170 156
249 21 49 632
249 77 1 757
249 243 500 102
249 143 1 803
249 280 142 1000
249 46 499 419
249 23 372 660
249 180 415 15
249 182 209 452
249 172 54 868
249 187 381 1
249 29 301 151
249 219 500 299
249 209 164 155
249 183 155 878
249 72 372 477
249 65 500 312
249 288 158 544
249 145 191 913
249 41 500 425
249 52 226 1
249 75 500 193
249 248 454 29
249 0 71 499
249 15 25 616
249 214 437 43
249 175 360 146
249 265 10 897
249 55 396 602
249 95 420 96
249 89 260 667
249 266 311 1
249 206 270 484
249 189 422 523
249 238 14 792
249 14 1 766
249 240 500 132
249 137 253 40
249 241 102 801
249 227 266 569
249 119 370 1
249 203 211 927
249 111 439 186
249 293 15 520
249 9 273 82
249 142 1 779
249 144 369 1
249 268 282 974
249 224 103 284
249 95 89 901
249 93 417 327
249 55 35 967
249 134 143 263
249 182 108 308
249 109 370 584
249 144 176 975
249 92 202 400
249 133 386 1
249 207 176 306
249 63 483 225
249 147 63 830
249 8 455 484
249 235 449 68
249 267 164 733
249 211 85 672
249 299 408 1
249 107 232 222
249 93 240 866
249 194 402 243
249 63 1 690
249 172 68 1000
249 299 1 518
249 56 39 426
249 105 96 221
249 50 404 271
249 61 321 499
249 229 178 768
249 203 500 456
249 86 1 439
249 68 471 270
250 251 2 933
250 288 43 1000
250 12 500 401
250 151 367 801
250 35 316 931
250 90 296 566
250 290 206 947
250 22 351 724
250 297 500 182
250 67 20 806
250 49 81 596
250 222 353 651
250 3 500 366
250 66 219 1000
250 284 358 460
250 200 173 458
250 167 192 296
250 184 97 282
250 65 75 886
250 228 276 811
250 274 77 1000
250 161 384 89
250 177 408 1
250 142 1 653
250 22 180 532
250 28 230 595
250 41 116 501
250 221 222 897
250 281 500 220
250 138 98 264
250 94 183 1000
250 223 362 439
250 94 405 1
250 229 223 779
250 156 176 101
250 74 380 347
250 59 157 1000
250 163 1 509
250 115 389 1
250 149 113 651
250 232 372 1
250 39 500 476
250 4 94 1000
250 63 324 810
250 233 300 1
250 27 1 699
250 224 284 297
250 103 132 716
250 160 214 345
250 44 193 400
250 201 437 159
250 178 1 453
250 293 500 215
250 187 433 123
250 298 500 229
250 84 57 677
250 152 3 959
250 142 70 508
250 118 53 615
250 257 99 333
250 131 1 726
250 207 500 476
250 26 500 383
250 273 342 1
250 231 87 1000
250 86 368 1
250 230 113 1000
250 35 307 1
250 160 431 456
250 285 394 1
250 105 43 795
250 136 500 317
250 108 358 552
250 24 224 214
250 16 500 56
250 144 497 204
250 230 173 852
250 265 137 398
250 89 210 358
250 22 357 93
250 258 181 1000
250 178 145 770
250 233 370 454
250 82 1 810
250 142 107 859
250 2 202 1000
250 80 300 301
250 190 1 882
250 298 500 440
250 294 422 692
250 213 259 917
250 32 407 1
250 260 286 305
250 46 1 554
251 252 1 157
251 76 163 836
251 17 198 234
251 101 233 904
251 94 1 723
251 114 61 572
251 145 500 202
251 50 172 592
251 267 47 920
251 204 378 40
251 187 5 703
251 48 106 377
251 76 279 1
251 294 91 432
251 111 129 824
251 91 169 1000
251 189 211 186
251 68 201 256
251 289 370 242
251 105 133 160
251 68 364 500
251 14 76 426
251 42 448 451
251 143 144 1000
251 48 353 692
251 196 168 225
251 282 137 343
251 218 42 762
251 26 72 374
251 29 378 123
251 25 500 304
251 50 423 226
251 196 283 825
251 37 500 184
251 48 117 765
251 66 33 456
251 38 500 280
251 213 65 434
251 215 212 620
251 179 228 1000
251 32 461 370
251 78 500 212
251 222 1 894
251 111 459 658
251 54 382 650
251 295 388 793
251 85 352 206
251 219 1 658
251 262 82 855
251 71 64 675
251 43 403 503
251 74 368 825
251 5 155 105
251 145 1 771
251 113 455 599
251 86 1 591
251 34 1 470
251 72 261 265
251 18 486 364
251 228 74 332
251 264 104 995
251 121 188 744
251 71 381 695
251 128 460 509
251 253 236 199
251 84 155 1000
251 19 145 348
251 242 105 709
251 183 468 8
251 252 434 453
251 137 249 604
251 59 431 462
251 131 221 535
251 195 341 129
251 38 199 665
251 254 303 764
251 254 83 1000
251 173 500 285
251 8 381 1
251 233 183 43
251 105 101 1000
251 132 437 1
251 51 4 508
251 244 433 639
251 66 139 695
251 262 359 1
251 284 132 702
251 81 1 701
251 207 386 396
251 218 37 416
251 44 316 1
251 160 485 587
251 245 26 880
251 226 238 8
251 180 143 1000
251 183 218 602
251 32 285 761
251 249 249 53
252 253 6 317
252 122 161 126
252 32 90 1000
252 61 243 811
252 38 202 131
252 169 1 590
252 64 196 1000
252 137 373 1
252 47 183 650
252 144 47 874
252 134 500 464
252 126 1 714
252 283 171 630
252 43 353 290
252 129 498 507
252 209 345 133
252 72 428 413
252 79 88 658
252 207 183 1000
252 9 225 1000
252 150 335 686
252 81 235 14
252 34 453 312
252 226 439 1
252 144 245 364
252 190 1 887
252 260 1 843
252 62 1 858
252 154 1 484
252 268 305 456
252 290 486 495
252 269 251 398
252 132 430 462
252 122 1 722
252 214 500 235
252 198 91 342
252 282 231 725
252 147 322 456
252 264 323 184
252 39 252 1
252 153 434 457
252 188 180 955
252 282 189 360
252 272 403 403
252 41 315 915
252 242 324 897
252 72 281 1
252 136 267 809
252 130 223 65
252 234 193 410
252 289 313 655
252 177 363 335
252 138 199 539
252 132 500 382
252 145 228 374
252 217 372 1
252 118 248 392
252 265 147 335
252 208 224 821
252 64 368 1
252 31 87 488
252 40 487 505
252 216 260 1
252 233 199 202
252 142 458 677
252 282 1 573
252 150 474 68
252 166 223 906
252 8 284 1
252 289 141 1000
252 264 266 32
252 281 291 856
252 53 170 203
252 17 176 565
252 135 301 626
252 21 154 429
252 227 500 350
252 236 318 826
252 168 184 793
252 299 40 622
252 85 1 518
252 228 384 1
252 148 424 129
252 64 34 546
252 93 387 1
252 263 48 888
252 117 192 218
252 234 63 332
252 98 333 827
252 272 446 598
252 259 420 399
252 158 14 636
252 128 113 845
252 44 422 140
252 140 284 3
252 265 209 23
252 95 246 996
252 33 500 286
252 189 41 506
252 260 134 1000
252 134 340 630
252 264 1 563
252 104 1 704
252 163 458 679
252 31 97 340
252 167 500 303
252 157 206 477
252 94 295 433
252 4 500 233
252 148 344 1
252 205 78 402
252 200 104 1000
252 109 341 617
252 227 500 87
252 297 74 1000
252 259 306 287
253 254 11 924
253 185 244 1
253 38 373 1
253 97 172 1000
253 138 213 663
253 205 177 460
253 156 127 813
253 158 67 1000
253 80 1 650
253 136 237 748
253 99 413 258
253 232 126 1000
253 149 167 786
253 3 142 899
253 169 273 1
253 107 219 401
253 109 442 681
253 43 1 649
253 85 415 526
253 267 362 188
253 61 300 517
253 292 86 575
253 228 339 64
253 23 285 142
253 204 391 173
253 61 500 243
253 88 262 703
253 69 331 265
253 106 235 1000
253 39 124 593
253 137 361 434
253 183 66 899
253 256 411 453
253 2 367 45
253 214 154 637
253 74 194 1000
253 204 109 1000
253 191 500 387
253 41 338 600
253 289 422 674
253 264 302 370
253 125 410 770
253 65 186 928
253 184 499 228
253 28 124 168
253 187 414 746
253 5 309 835
253 141 158 445
253 124 158 590
253 39 397 392
253 284 47 759
253 67 211 1000
253 7 44 440
253 46 500 568
253 195 93 918
253 142 201 503
253 226 334 7
253 19 500 402
253 203 108 319
253 61 324 104
253 204 220 269
253 141 256 855
253 110 379 471
253 41 131 870
253 217 414 528
253 206 266 608
253 296 366 588
253 106 233 859
253 267 451 1
253 151 414 248
253 214 114 527
253 81 179 813
253 92 264 801
253 292 500 136
253 271 266 969
253 199 460 132
254 255 6 494
254 299 140 1000
254 169 477 612
254 78 332 289
254 158 413 56
254 151 30 404
254 232 401 453
254 175 161 332
254 38 81 846
254 202 1 807
254 132 282 298
254 191 500 367
254 44 199 48
254 195 426 1
254 203 102 1000
254 206 418 704
254 249 208 26
254 53 251 998
254 89 199 838
254 193 316 662
254 250 1 795
254 264 295 860
254 184 189 1000
254 200 118 1000
254 205 500 509
254 240 440 1
254 134 496 175
254 2 333 16
254 203 500 216
254 66 500 295
254 44 384 536
254 238 237 278
254 115 288 1000
254 164 500 355
254 33 35 781
254 37 500 121
254 222 143 903
254 289 158 1000
254 204 444 419
254 119 220 109
254 115 328 1
254 158 334 1
254 178 116 904
254 250 354 442
254 111 1 685
254 202 500 383
254 289 500 92
254 283 98 680
254 290 314 314
254 214 500 543
254 99 348 1
254 91 1 821
254 182 164 372
254 128 429 356
254 136 181 1000
254 237 308 19
254 244 24 717
254 276 1 716
254 91 1 683
254 97 391 395
254 128 319 1
254 266 351 258
254 208 467 445
254 45 266 508
254 156 113 763
254 99 194 282
254 96 339 183
254 203 119 314
254 199 255 805
254 175 261 502
254 200 186 439
254 83 1 695
254 111 351 751
254 49 263 807
254 233 144 758
254 271 186 453
254 142 91 759
254 123 267 648
254 119 246 915
254 43 113 1000
254 275 432 149
254 23 467 409
254 133 461 88
254 229 331 721
254 36 233 363
254 170 219 723
254 239 212 486
254 99 203 567
254 233 388 310
254 94 464 360
254 185 484 9
254 64 266 459
254 8 266 768
254 144 450 302
254 60 43 482
254 225 160 1000
254 6 257 629
254 188 500 381
254 82 345 424
254 253 429 200
254 249 442 59
254 18 59 301
254 226 97 267
254 151 335 191
255 256 10 292
255 196 437 391
255 246 279 222
255 271 305 617
255 75 141 316
255 142 500 101
255 30 1 684
255 101 313 328
255 37 161 981
255 107 299 937
255 292 213 974
255 121 1 693
255 135 1 503
255 211 66 795
255 250 500 359
255 125 338 39
255 60 129 220
255 184 170 248
255 43 415 1
255 47 232 45
255 141 500 278
255 75 83 584
255 235 1 738
255 17 1 417
255 68 57 377
255 190 1 629
255 6 130 661
255 181 403 690
255 105 105 242
255 171 154 237
255 165 500 102
255 242 500 345
255 229 328 851
255 103 331 381
255 44 202 36
255 81 153 1000
255 20 240 31
255 278 500 176
255 39 175 464
255 9 1 777
255 212 186 771
255 269 361 378
255 261 436 8
255 19 57 800
255 27 47 876
255 202 500 33
255 298 285 324
255 142 379 237
255 158 500 390
255 196 254 558
255 243 500 175
255 277 254 410
255 58 342 1
255 270 298 237
255 64 420 701
255 71 500 394
255 134 223 798
255 105 10 630
255 27 33 588
255 243 280 71
255 286 101 1000
255 180 347 569
255 162 500 209
255 84 500 223
255 70 166 193
255 69 246 238
255 126 85 884
255 159 280 977
255 99 295 622
255 105 84 751
255 95 1 773
255 133 233 190
255 186 364 139
255 240 1 893
255 250 293 294
255 62 44 532
255 299 228 110
255 48 326 96
255 6 391 1
255 140 459 615
255 146 226 443
255 133 2 626
255 276 421 426
255 82 354 1
255 56 171 297
255 69 473 625
255 284 259 311
255 22 500 230
255 101 500 435
255 94 84 781
255 41 151 1000
255 78 500 519
255 9 375 591
255 9 377 644
255 207 436 385
255 120 379 474
255 257 148 498
255 8 348 1
255 243 500 213
255 1 184 236
255 188 1 486
255 152 195 1000
255 235 368 384
256 257 7 860
256 290 208 1000
256 105 469 234
256 147 1 900
256 190 251 828
256 211 21 1000
256 169 476 245
256 44 9 917
256 171 438 696
256 118 178 955
256 281 215 862
256 41 159 1000
256 252 10 448
256 196 483 573
256 90 94 711
256 169 181 361
256 156 116 335
256 223 380 563
256 7 351 1
256 222 396 563
256 16 357 1
256 226 16 950
256 188 452 502
256 37 1 698
256 226 374 656
256 60 289 76
256 246 10 1000
256 149 1 933
256 277 227 106
256 125 274 956
256 103 500 321
256 59 340 691
256 47 319 895
256 135 178 877
256 10 195 792
256 218 361 1
256 182 500 207
256 37 406 279
256 82 141 686
256 153 367 371
256 44 255 615
256 161 1 602
256 212 120 685
256 225 351 662
256 36 500 461
256 237 500 216
256 61 179 1000
256 149 271 202
256 37 269 596
256 184 228 335
256 260 247 279
256 284 318 852
256 287 490 57
256 174 279 1
256 119 414 124
256 61 239 423
256 116 444 352
256 86 115 642
256 188 1 857
256 58 413 1
256 272 500 328
256 66 1 833
256 64 215 192
256 118 441 711
256 126 205 214
256 118 283 1
256 82 14 809
256 276 309 259
256 71 149 179
256 257 245 792
256 140 299 172
256 49 130 949
256 151 499 414
256 164 147 406
256 28 1 716
256 6 6 960
256 33 1 640
256 3 183 520
256 11 261 511
256 187 464 103
256 7 400 220
256 137 290 386
256 111 266 964
256 268 111 501
256 21 3 842
256 290 452 1
256 105 157 923
256 259 203 86
256 238 500 255
256 8 130 1000
256 62 410 758
256 134 365 466
256 282 500 180
256 166 387 1
256 3 282 231
256 238 173 409
256 24 219 821
256 234 396 39
256 104 302 501
256 252 275 150
256 252 228 603
256 0 380 812
256 36 328 882
256 173 314 369
256 55 234 315
256 243 74 333
257 258 7 256
257 23 406 787
257 63 265 141
257 265 113 895
257 221 321 298
257 180 273 77
257 6 119 170
257 47 212 998
257 288 1 691
257 132 475 233
257 111 500 330
257 168 265 899
257 173 20 407
257 239 149 981
257 221 203 284
257 271 412 1
257 118 195 982
257 59 500 78
257 178 403 427
257 149 45 390
257 155 83 1000
257 194 159 240
257 265 317 450
257 47 500 340
257 262 500 286
257 21 135 199
257 166 231 57
257 191 211 818
257 46 1 840
257 9 298 1
257 224 314 1
257 3 1 936
257 188 143 579
257 230 457 220
257 40 1 656
257 228 1 685
257 295 1 453
257 116 453 125
257 63 267 625
257 135 1 616
257 117 154 641
257 139 401 672
257 211 51 518
257 141 316 281
257 52 500 369
257 274 121 281
257 259 118 1000
257 167 1 597
257 266 276 301
257 60 1 626
257 246 100 816
257 128 205 54
257 118 375 306
257 4 280 465
257 73 275 107
257 251 243 103
257 117 162 292
257 245 314 294
257 123 159 907
257 131 213 1000
257 138 4 759
257 195 444 1
257 103 138 295
257 289 499 311
257 244 1 518
257 58 500 102
257 82 187 543
257 166 204 1000
257 18 1 551
257 221 163 88
257 256 276 71
257 21 340 242
257 216 500 175
257 74 386 1
257 255 22 639
257 4 1 823
257 100 299 1
257 2 261 1
257 236 178 324
257 97 126 573
257 120 195 1000
257 254 8 618
257 227 451 20
257 103 178 471
257 58 1 879
257 178 30 699
257 226 310 1
257 180 129 965
257 202 324 948
257 142 276 1
257 162 233 166
257 66 500 464
257 14 285 899
258 259 9 224
258 244 383 603
258 90 17 599
258 44 488 461
258 299 268 786
258 259 500 172
258 29 500 195
258 246 380 504
258 33 382 1
258 33 231 587
258 217 152 1000
258 103 6 688
258 100 435 138
258 72 84 350
258 41 1 830
258 274 125 182
258 51 29 532
258 240 500 254
258 29 465 343
258 62 380 66
258 84 205 592
258 172 19 784
258 227 41 645
258 270 411 291
258 98 102 224
258 191 8 776
258 275 478 205
258 215 478 382
258 45 268 429
258 127 124 174
258 116 500 196
258 180 151 408
258 237 455 316
258 255 1 765
258 282 141 525
258 19 391 312
258 265 500 443
258 37 500 127
258 48 29 631
258 216 182 709
258 59 1 781
258 166 132 663
258 281 373 544
258 271 216 937
258 153 38 865
258 190 114 587
258 172 421 494
258 241 182 781
258 270 51 662
258 292 441 143
258 109 306 84
258 33 1 631
258 139 1 659
258 141 61 304
258 174 19 729
258 167 159 1000
258 216 1 528
258 173 304 1
258 254 212 1000
258 9 131 487
258 205 437 1
258 52 337 426
258 35 232 10
258 132 500 335
258 212 169 1000
258 48 357 1
258 252 448 219
258 126 187 933
258 62 102 850
258 223 500 284
258 282 274 664
258 13 211 1000
258 177 450 427
258 142 107 240
258 129 327 752
258 225 135 305
258 156 327 474
258 288 302 328
258 161 381 1
258 282 417 366
258 82 136 912
258 170 196 203
258 98 79 540
258 122 215 343
258 225 389 397
258 235 313 770
258 77 237 493
258 156 284 970
258 7 94 725
258 5 500 397
258 299 43 1000
258 213 420 297
258 132 97 975
258 36 189 300
258 150 1 703
258 245 68 650
258 135 1 443
258 85 1 534
258 281 323 260
258 265 1 758
258 30 336 679
258 99 80 1000
259 260 6 609
259 250 35 694
259 138 162 592
259 298 235 948
259 95 231 144
259 235 204 869
259 207 58 768
259 156 1 732
259 268 135 1000
259 276 500 321
259 225 86 576
259 280 415 710
259 296 402 576
259 98 220 300
259 138 447 583
259 72 302 500
259 16 461 236
259 94 1 786
259 235 389 434
259 80 443 286
259 182 1 843
259 25 164 852
259 227 500 307
259 77 306 846
259 129 1 496
259 75 187 645
259 10 274 412
259 10 185 1000
259 258 130 432
259 274 276 1000
259 104 356 817
259 217 110 1000
259 265 213 730
259 147 8 909
259 225 266 198
259 9 215 52
259 200 439 708
259 195 177 63
259 96 455 184
259 78 142 644
259 119 375 1
259 118 335 1
259 184 166 337
259 86 500 217
259 161 365 789
259 144 500 40
259 180 417 555
259 261 244 973
259 286 167 1000
259 24 299 240
259 186 164 197
259 213 110 1000
259 251 428 200
259 127 476 194
259 201 355 500
259 73 349 493
259 102 500 268
259 85 233 380
259 194 243 378
259 251 348 514
259 228 155 1000
259 254 409 37
259 45 57 564
259 62 365 46
259 10 500 556
259 92 500 387
259 71 478 91
259 289 189 515
259 226 290 183
259 93 356 126
259 211 18 981
259 229 107 764
259 285 424 732
259 83 500 304
259 143 223 534
259 100 59 918
259 298 54 387
259 40 148 177
259 252 349 663
259 162 21 838
259 98 500 238
259 224 154 633
259 184 500 254
259 174 75 1000
259 36 370 341
259 281 468 466
259 174 161 1000
259 51 68 719
259 263 327 748
259 295 209 170
259 29 138 1000
259 11 301 532
259 75 102 587
259 122 210 22
259 155 267 1000
259 190 235 18
259 125 271 420
259 170 93 460
259 90 438 137
259 256 341 213
259 119 165 127
259 102 10 438
259 20 284 497
259 292 289 713
259 254 372 689
259 198 219 305
259 258 387 411
260 261 12 637
260 249 274 86
260 110 195 576
260 75 186 722
260 173 444 174
260 87 500 163
260 51 353 482
260 45 131 245
260 62 1 793
260 101 1 802
260 294 500 415
260 125 73 710
260 11 500 374
260 231 84 916
260 39 301 940
260 212 240 510
260 222 302 108
260 61 154 922
260 224 459 32
260 252 402 736
260 193 258 159
260 258 26 410
260 175 145 1000
260 154 294 117
260 210 490 63
260 267 484 470
260 147 159 508
260 66 236 458
260 191 338 545
260 274 333 725
260 139 169 271
